"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://thegridnexus.com/","text/html","200","OK","Indexable","","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","0","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.136","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/","2026-02-12 16:48:29"
"https://thegridnexus.com/roadmap","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.138","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/roadmap","2026-02-12 16:48:31"
"https://thegridnexus.com/privacy","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.135","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/privacy","2026-02-12 16:48:31"
"https://thegridnexus.com/blog-series","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.419","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/blog-series","2026-02-12 16:48:31"
"https://thegridnexus.com/ai-pulse","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.425","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/ai-pulse","2026-02-12 16:48:31"
"https://thegridnexus.com/tech","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","67","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.433","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/tech","2026-02-12 16:48:31"
"https://thegridnexus.com/disclosure","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.460","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/disclosure","2026-02-12 16:48:31"
"https://thegridnexus.com/terms","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.135","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/terms","2026-02-12 16:48:31"
"https://thegridnexus.com/reviews","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.137","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/reviews","2026-02-12 16:48:31"
"https://thegridnexus.com/security-score","text/html","200","OK","Non-Indexable","Canonicalised","The Grid Nexus - Tech, Security & Gaming News | Expert Analysis","63","576","The Grid Nexus: breaking technology news, cybersecurity analysis, and gaming guides. AI insights, security intelligence, and tech coverage. Stay ahead.","151","929","technology news, cybersecurity, gaming, tech intelligence, security analysis, gaming news, AI technology, tech trends, cyber threats, gaming hardware, tech reviews, security updates, gaming industry, tech innovation","215","The Grid Nexus","14","Explore","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://thegridnexus.com/","","","","","","18372","5577","5577","2.136","","97","30","3.233","70.984","Fairly Easy","4.149","1","0","","23","22","0","100.000","38","22","0","0","0","0","","","","","a171288182bb3f34e1b1343ea9b479b4","0.136","Thu, 12 Feb 2026 13:45:29 GMT","","","","en","1.1","","","","","","https://thegridnexus.com/security-score","2026-02-12 16:48:31"
